best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.4646979570388794,0.4798412024974823,0.8333333134651184,0.8153846263885498,0.0010000000474974513,0
