best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.1824191808700562,1.101309895515442,0.30000001192092896,0.3333333432674408,0.0010000000474974513,0
