best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.5795403718948364,0.6718379259109497,0.699999988079071,0.6499999761581421,0.0010000000474974513,0
