best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.5971590280532837,0.673992395401001,0.5652173757553101,0.6271777153015137,0.0010000000474974513,0
